,path,D_IMRANG,FILTER01,OBS-MOD,RET-POS1,U_FLC,GAIN,EXPTIME,diff,diff_std,sum,sum_std
862,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:29.803170.cam1.A_collapsed_diff.fits,45.0,675-50,IPOL,11.25,A,0.105,0.0471744,-3066.0,180.6978,7450.0,237.5459
957,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:55.736346.cam1.A_collapsed_diff.fits,45.0,725-50,IPOL,11.25,A,0.105,0.0471744,2082.0,201.9386,13777.0,495.24277
590,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:31.640553.cam1.A_collapsed_diff.fits,45.0,750-50,IPOL,11.25,A,0.105,0.0471744,4165.0,199.5883,14660.0,521.2109
836,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:46.519586.cam1.A_collapsed_diff.fits,45.0,775-50,IPOL,11.25,A,0.105,0.0471744,3593.0,178.33958,7781.0,245.69049
842,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:33:47.792222.cam1.A_collapsed_diff.fits,45.0,Open,IPOL_MBI,11.25,A,0.105,0.0962496,[15688.5 14391.5  4450.    959. ],[528.3506272  361.71524258 240.76299546  91.26027315],[22780.  28174.  13125.5  3639.5],[764.58681613 632.57848334 317.23812785 102.95087126]
770,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:25.119945.cam1.B_collapsed_diff.fits,45.0,Open,IPOL,11.25,B,0.105,0.0471744,-23991.0,751.03455,34288.0,1177.3906
1052,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:23:53.259411.cam1.B_collapsed_diff.fits,45.0,625-50,IPOL,11.25,B,0.105,0.0471744,423.0,96.480705,1736.0,80.27774
912,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:29.803170.cam1.B_collapsed_diff.fits,45.0,675-50,IPOL,11.25,B,0.105,0.0471744,754.0,196.09897,7226.0,272.3604
710,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:55.736346.cam1.B_collapsed_diff.fits,45.0,725-50,IPOL,11.25,B,0.105,0.0471744,-5592.5,226.64807,13865.0,498.17227
592,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:31.640553.cam1.B_collapsed_diff.fits,45.0,750-50,IPOL,11.25,B,0.105,0.0471744,-8742.0,292.45175,14801.0,520.6403
1033,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:46.519586.cam1.B_collapsed_diff.fits,45.0,775-50,IPOL,11.25,B,0.105,0.0471744,-5814.0,215.56097,7984.0,295.6202
9,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:33:47.792222.cam1.B_collapsed_diff.fits,45.0,Open,IPOL_MBI,11.25,B,0.105,0.0962496,[-17572.  -20535.5  -6885.5  -1610.5],[576.27234144 561.00349695 263.8660429  121.28410149],[21883.  29352.5 13580.   3782.5],[701.26489853 787.31850383 360.15873667 121.14291374]
366,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:20.705036.cam1.A_collapsed_diff.fits,57.5,Open,IPOL,11.25,A,0.105,0.0471744,24183.0,975.8125,33543.0,1189.1002
1010,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:49.511699.cam1.A_collapsed_diff.fits,57.5,625-50,IPOL,11.25,A,0.105,0.0471744,-854.0,65.445435,1763.0,82.95238
269,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:34.313878.cam1.A_collapsed_diff.fits,57.5,675-50,IPOL,11.25,A,0.105,0.0471744,229.0,140.60068,7210.0,280.33405
502,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:51.225606.cam1.A_collapsed_diff.fits,57.5,725-50,IPOL,11.25,A,0.105,0.0471744,8355.0,346.85803,13530.0,498.5476
307,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:35.102622.cam1.A_collapsed_diff.fits,57.5,750-50,IPOL,11.25,A,0.105,0.0471744,10706.0,446.30704,14942.5,500.09952
2,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:43.083173.cam1.A_collapsed_diff.fits,57.5,775-50,IPOL,11.25,A,0.105,0.0471744,6517.0,265.62527,8551.0,333.4566
1118,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:56.675610.cam1.A_collapsed_diff.fits,57.5,Open,IPOL_MBI,11.25,A,0.105,0.0962496,[20161.  20802.5  6726.5  1222.5],[713.27326272 525.57122985 313.12184138 112.50944065],[24039.5 27697.  12994.5  3592.5],[822.20616588 622.74008213 323.15734605 107.74014023]
1069,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:20.705036.cam1.B_collapsed_diff.fits,57.5,Open,IPOL,11.25,B,0.105,0.0471744,-31425.0,1230.4845,35139.0,1256.6814
582,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:49.511699.cam1.B_collapsed_diff.fits,57.5,625-50,IPOL,11.25,B,0.105,0.0471744,285.0,80.61613,1728.0,81.517204
223,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:34.313878.cam1.B_collapsed_diff.fits,57.5,675-50,IPOL,11.25,B,0.105,0.0471744,-2414.5,235.26447,7298.0,284.17316
825,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:51.225606.cam1.B_collapsed_diff.fits,57.5,725-50,IPOL,11.25,B,0.105,0.0471744,-11967.0,475.80096,14244.0,518.5725
772,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:35.102622.cam1.B_collapsed_diff.fits,57.5,750-50,IPOL,11.25,B,0.105,0.0471744,-14451.0,545.8845,15589.0,565.0189
277,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:43.083173.cam1.B_collapsed_diff.fits,57.5,775-50,IPOL,11.25,B,0.105,0.0471744,-8445.0,336.9217,8793.0,344.94153
542,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:56.675610.cam1.B_collapsed_diff.fits,57.5,Open,IPOL_MBI,11.25,B,0.105,0.0962496,[-22381.  -27617.   -9906.   -2196.5],[842.58226826 947.47060494 378.91435123 130.87377769],[22674.75 29505.   13737.5   3777.  ],[842.56169711 884.5808038  391.24636595 126.87080773]
293,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:35.578487.cam1.A_collapsed_diff.fits,70.0,Open,IPOL,11.25,A,0.105,0.0471744,12061.0,765.1026,33085.0,1160.1812
555,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:04.676267.cam1.A_collapsed_diff.fits,70.0,625-50,IPOL,11.25,A,0.105,0.0471744,-1031.0,67.515564,1773.0,82.44735
922,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:18.677722.cam1.A_collapsed_diff.fits,70.0,675-50,IPOL,11.25,A,0.105,0.0471744,986.0,212.23796,7222.0,274.8324
732,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:06.480395.cam1.A_collapsed_diff.fits,70.0,725-50,IPOL,11.25,A,0.105,0.0471744,6733.0,381.1252,13621.0,492.02322
727,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:18.894410.cam1.A_collapsed_diff.fits,70.0,750-50,IPOL,11.25,A,0.105,0.0471744,9185.0,445.26843,14806.5,538.9977
347,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:58.719400.cam1.A_collapsed_diff.fits,70.0,775-50,IPOL,11.25,A,0.105,0.0471744,5420.0,274.79544,8358.0,330.4123
500,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:16.217948.cam1.A_collapsed_diff.fits,70.0,Open,IPOL_MBI,11.25,A,0.105,0.0962496,[12334.5  9551.   2201.    525. ],[489.528188   421.33538362 256.7638384   94.03329195],[22139.5 28000.5 13172.5  3791.5],[776.76482362 661.11913513 337.72369077  86.43140961]
1093,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:35.578487.cam1.B_collapsed_diff.fits,70.0,Open,IPOL,11.25,B,0.105,0.0471744,-19923.0,1041.88,33766.0,1198.9264
926,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:04.676267.cam1.B_collapsed_diff.fits,70.0,625-50,IPOL,11.25,B,0.105,0.0471744,562.0,120.95023,1724.0,80.574745
115,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:18.677722.cam1.B_collapsed_diff.fits,70.0,675-50,IPOL,11.25,B,0.105,0.0471744,-2529.0,238.10612,7342.0,279.30154
859,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:06.480395.cam1.B_collapsed_diff.fits,70.0,725-50,IPOL,11.25,B,0.105,0.0471744,-10115.0,492.21643,14277.0,508.40326
479,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:18.894410.cam1.B_collapsed_diff.fits,70.0,750-50,IPOL,11.25,B,0.105,0.0471744,-11404.0,518.46344,15448.0,558.77515
869,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:58.719400.cam1.B_collapsed_diff.fits,70.0,775-50,IPOL,11.25,B,0.105,0.0471744,-6564.0,306.97064,8539.0,344.10736
586,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:16.217948.cam1.B_collapsed_diff.fits,70.0,Open,IPOL_MBI,11.25,B,0.105,0.0962496,[-14414.  -17167.5  -6372.5  -1633. ],[ 702.67726581 1096.13226827  472.01667966  146.56043327],[21295.5 28696.  13278.   3725. ],[801.52164805 808.63847651 362.90966664 123.32065457]
851,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:05.963072.cam1.A_collapsed_diff.fits,82.5,Open,IPOL,11.25,A,0.105,0.0471744,-11482.0,455.88522,32336.5,1097.4067
494,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:34.983327.cam1.A_collapsed_diff.fits,82.5,625-50,IPOL,11.25,A,0.105,0.0471744,-1419.0,73.777596,1792.0,360.83115
495,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:47.721052.cam1.A_collapsed_diff.fits,82.5,675-50,IPOL,11.25,A,0.105,0.0471744,-1417.0,123.74302,7338.0,270.24908
819,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:36.674320.cam1.A_collapsed_diff.fits,82.5,725-50,IPOL,11.25,A,0.105,0.0471744,-1763.0,364.9481,13917.0,484.6336
243,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:48.604652.cam1.A_collapsed_diff.fits,82.5,750-50,IPOL,11.25,A,0.105,0.0471744,231.0,271.93076,14408.5,507.90646
599,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:29.444310.cam1.A_collapsed_diff.fits,82.5,775-50,IPOL,11.25,A,0.105,0.0471744,1156.0,256.4667,7179.0,295.32858
160,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:07.669847.cam1.A_collapsed_diff.fits,82.5,Open,IPOL_MBI,11.25,A,0.105,0.0962496,[ -3194.  -12391.5  -6036.    -602. ],[229.4858695  515.48594482 204.9601247  117.78939129],[18743.5 28871.5 13547.5  3785.5],[684.94776448 767.27280189 373.32057314 111.12938645]
149,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:05.963072.cam1.B_collapsed_diff.fits,82.5,Open,IPOL,11.25,B,0.105,0.0471744,4055.0,413.24115,32035.0,1091.57
923,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:34.983327.cam1.B_collapsed_diff.fits,82.5,625-50,IPOL,11.25,B,0.105,0.0471744,1071.0,66.8207,1722.0,79.17545
275,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:47.721052.cam1.B_collapsed_diff.fits,82.5,675-50,IPOL,11.25,B,0.105,0.0471744,512.5,193.49684,7289.0,271.39005
395,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:36.674320.cam1.B_collapsed_diff.fits,82.5,725-50,IPOL,11.25,B,0.105,0.0471744,-1128.0,338.8647,13984.0,491.874
938,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:48.604652.cam1.B_collapsed_diff.fits,82.5,750-50,IPOL,11.25,B,0.105,0.0471744,-1462.0,335.12424,14539.0,521.39233
80,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:29.444310.cam1.B_collapsed_diff.fits,82.5,775-50,IPOL,11.25,B,0.105,0.0471744,-1638.0,169.00418,7223.0,302.37863
775,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:07.669847.cam1.B_collapsed_diff.fits,82.5,Open,IPOL_MBI,11.25,B,0.105,0.0962496,[1604.5 4892.5 1799.5 -415. ],[329.26811929 832.85454666 403.6978803  104.85882551],[19184.5 28166.  12976.5  3774. ],[702.75021315 642.46847404 312.05242471  87.0312379 ]
487,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:21.217843.cam1.A_collapsed_diff.fits,95.0,Open,IPOL,11.25,A,0.105,0.0471744,-28633.0,888.92474,32447.0,1070.9446
640,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:51.184193.cam1.A_collapsed_diff.fits,95.0,625-50,IPOL,11.25,A,0.105,0.0471744,-1706.0,343.19614,1817.0,367.54773
390,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:32.084907.cam1.A_collapsed_diff.fits,95.0,675-50,IPOL,11.25,A,0.105,0.0471744,-4874.0,186.5711,7685.0,270.64343
1014,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:51.833314.cam1.A_collapsed_diff.fits,95.0,725-50,IPOL,11.25,A,0.105,0.0471744,-10721.0,355.49576,14535.0,492.16388
1100,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:32.492262.cam1.A_collapsed_diff.fits,95.0,750-50,IPOL,11.25,A,0.105,0.0471744,-9395.0,326.5768,14117.0,476.22552
143,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:44.596456.cam1.A_collapsed_diff.fits,95.0,775-50,IPOL,11.25,A,0.105,0.0471744,-3270.0,149.83403,6351.5,252.4204
1038,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:25.858161.cam1.A_collapsed_diff.fits,95.0,Open,IPOL_MBI,11.25,A,0.105,0.0962496,[-14446.  -28211.  -12123.5  -1770. ],[518.56626575 797.80653551 280.8957563  118.25283555],[16557.  30113.5 14053.   3842. ],[607.74444527 859.59212996 384.97147225 120.75594483]
531,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:21.217843.cam1.B_collapsed_diff.fits,95.0,Open,IPOL,11.25,B,0.105,0.0471744,22466.0,632.0301,30916.0,1017.94507
298,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:51.184193.cam1.B_collapsed_diff.fits,95.0,625-50,IPOL,11.25,B,0.105,0.0471744,1450.0,71.23919,1725.0,77.47174
690,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:32.084907.cam1.B_collapsed_diff.fits,95.0,675-50,IPOL,11.25,B,0.105,0.0471744,4197.0,172.36464,7409.0,259.8065
1019,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:51.833314.cam1.B_collapsed_diff.fits,95.0,725-50,IPOL,11.25,B,0.105,0.0471744,8646.0,281.782,13933.0,484.8049
1063,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:32.492262.cam1.B_collapsed_diff.fits,95.0,750-50,IPOL,11.25,B,0.105,0.0471744,8250.0,271.55142,13898.0,490.7374
41,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:44.596456.cam1.B_collapsed_diff.fits,95.0,775-50,IPOL,11.25,B,0.105,0.0471744,2850.0,140.97565,6260.0,250.28828
537,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:25.858161.cam1.B_collapsed_diff.fits,95.0,Open,IPOL_MBI,11.25,B,0.105,0.0962496,[13502.  21892.5  8802.    807. ],[498.18816069 494.15643399 230.39137747  89.43499294],[17758.  28098.5 12981.   3622.5],[587.94535288 562.93873166 248.98136305  87.88707771]
942,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:51.793195.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,11.25,A,0.105,0.0471744,-28357.0,1015.39905,32311.5,1025.098
313,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:21.527849.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,11.25,A,0.105,0.0471744,-1629.0,78.39661,1808.0,365.05917
119,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:01.222221.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,11.25,A,0.105,0.0471744,-6926.0,246.27946,7733.0,266.28418
655,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:22.123043.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,11.25,A,0.105,0.0471744,-13528.0,479.17142,14607.0,485.06064
235,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:02.107637.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,11.25,A,0.105,0.0471744,-12480.0,448.88913,14198.0,470.9712
384,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:14.845248.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,11.25,A,0.105,0.0471744,-4695.0,206.57182,5959.0,224.08821
268,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:17.309717.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,11.25,A,0.105,0.0962496,[-13795.5 -27316.  -12333.5  -2215.5],[548.27834504 822.27263532 354.80005001 107.90202361],[16484.5 29949.  13903.   3837.5],[562.11947074 805.31209163 360.63486391 119.12051777]
407,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:51.793195.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,11.25,B,0.105,0.0471744,23435.0,854.7479,30773.0,967.47705
52,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:21.527849.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,11.25,B,0.105,0.0471744,1405.0,73.27189,1723.0,75.93456
809,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:01.222221.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,11.25,B,0.105,0.0471744,5999.0,221.65569,7320.0,248.62878
189,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:22.123043.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,11.25,B,0.105,0.0471744,11536.0,421.6728,13998.0,466.25827
551,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:02.107637.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,11.25,B,0.105,0.0471744,10315.0,408.4611,13735.0,456.18982
264,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:14.845248.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,11.25,B,0.105,0.0471744,3704.0,193.86858,5790.5,215.85356
302,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:17.309717.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,11.25,B,0.105,0.0962496,[13102. 22458. 10326.  1630.],[536.0766659  510.40806993 262.04909274  95.09555588],[17583.5 28215.  13109.5  3536. ],[596.86309366 555.9234115  274.70136268  99.8774237 ]
604,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:06.475906.cam1.A_collapsed_diff.fits,120.0,Open,IPOL,11.25,A,0.105,0.0471744,-11279.0,729.269,32145.0,990.55865
110,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:37.728724.cam1.A_collapsed_diff.fits,120.0,625-50,IPOL,11.25,A,0.105,0.0471744,-1126.0,68.105354,1785.0,76.439964
488,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:45.579320.cam1.A_collapsed_diff.fits,120.0,675-50,IPOL,11.25,A,0.105,0.0471744,-5639.0,227.44511,7617.0,257.1028
882,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:38.331284.cam1.A_collapsed_diff.fits,120.0,725-50,IPOL,11.25,A,0.105,0.0471744,-8140.0,403.30206,14028.0,463.52408
104,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:45.803612.cam1.A_collapsed_diff.fits,120.0,750-50,IPOL,11.25,A,0.105,0.0471744,-7372.0,373.77103,14019.0,460.47736
1034,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:29.998463.cam1.A_collapsed_diff.fits,120.0,775-50,IPOL,11.25,A,0.105,0.0471744,-2056.0,179.9527,6362.0,203.23709
1049,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:35.500086.cam1.A_collapsed_diff.fits,120.0,Open,IPOL_MBI,11.25,A,0.105,0.0962496,[ -1688.5 -10273.   -7081.   -2030. ],[301.81967489 606.69147235 368.36158216 121.7650126 ],[18628.  28577.5 13226.   3769. ],[582.63425757 655.33959261 310.54969414 113.60145826]
102,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:06.475906.cam1.B_collapsed_diff.fits,120.0,Open,IPOL,11.25,B,0.105,0.0471744,7190.0,623.0966,31637.0,963.6989
333,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:37.728724.cam1.B_collapsed_diff.fits,120.0,625-50,IPOL,11.25,B,0.105,0.0471744,931.0,70.8334,1725.0,73.75084
402,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:45.579320.cam1.B_collapsed_diff.fits,120.0,675-50,IPOL,11.25,B,0.105,0.0471744,4268.5,217.00174,7287.0,240.07584
678,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:38.331284.cam1.B_collapsed_diff.fits,120.0,725-50,IPOL,11.25,B,0.105,0.0471744,6074.0,371.83542,13643.0,447.86948
43,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:45.803612.cam1.B_collapsed_diff.fits,120.0,750-50,IPOL,11.25,B,0.105,0.0471744,3874.0,316.29233,13695.0,442.09106
841,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:29.998463.cam1.B_collapsed_diff.fits,120.0,775-50,IPOL,11.25,B,0.105,0.0471744,392.0,164.13481,6121.0,219.5916
456,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:35.500086.cam1.B_collapsed_diff.fits,120.0,Open,IPOL_MBI,11.25,B,0.105,0.0962496,[ 432.  6538.5 6317.  1836. ],[269.29700739 534.5473047  336.32374949 116.36440604],[18979.5 28392.  13089.   3544.5],[606.27592971 599.77823415 285.84381861  99.48306023]
326,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:23:02.060076.cam1.A_collapsed_diff.fits,132.5,Open,IPOL,11.25,A,0.105,0.0471744,10887.0,458.69614,32954.0,986.3803
824,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:34.145858.cam1.A_collapsed_diff.fits,132.5,625-50,IPOL,11.25,A,0.105,0.0471744,-459.5,101.567696,1765.0,73.31683
645,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:49.016809.cam1.A_collapsed_diff.fits,132.5,675-50,IPOL,11.25,A,0.105,0.0471744,-1749.0,153.85153,7243.0,244.8187
254,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:34.868864.cam1.A_collapsed_diff.fits,132.5,725-50,IPOL,11.25,A,0.105,0.0471744,2458.0,228.53157,13630.5,436.87543
676,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:49.742286.cam1.A_collapsed_diff.fits,132.5,750-50,IPOL,11.25,A,0.105,0.0471744,3227.0,203.53511,14335.0,458.827
999,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:26.177730.cam1.A_collapsed_diff.fits,132.5,775-50,IPOL,11.25,A,0.105,0.0471744,2712.0,136.4841,7236.0,244.64667
1106,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:45.753474.cam1.A_collapsed_diff.fits,132.5,Open,IPOL_MBI,11.25,A,0.105,0.0962496,[13512.5 11477.   -227.  -1709.5],[439.78314711 376.98870352 390.47551844 156.22323082],[22046. 27759. 12805.  3703.],[682.49511551 543.50704907 278.09737823 115.38150257]
210,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:23:02.060076.cam1.B_collapsed_diff.fits,132.5,Open,IPOL,11.25,B,0.105,0.0471744,-14495.0,383.23917,33222.0,992.5294
1068,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:34.145858.cam1.B_collapsed_diff.fits,132.5,625-50,IPOL,11.25,B,0.105,0.0471744,316.0,87.93308,1743.0,72.26676
1016,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:49.016809.cam1.B_collapsed_diff.fits,132.5,675-50,IPOL,11.25,B,0.105,0.0471744,145.0,192.9068,7180.5,238.34367
784,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:34.868864.cam1.B_collapsed_diff.fits,132.5,725-50,IPOL,11.25,B,0.105,0.0471744,-4757.5,231.83743,13692.0,435.49463
440,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:49.742286.cam1.B_collapsed_diff.fits,132.5,750-50,IPOL,11.25,B,0.105,0.0471744,-7323.0,235.87761,14426.0,455.49545
31,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:26.177730.cam1.B_collapsed_diff.fits,132.5,775-50,IPOL,11.25,B,0.105,0.0471744,-4733.0,170.98984,7529.0,255.0263
417,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:45.753474.cam1.B_collapsed_diff.fits,132.5,Open,IPOL_MBI,11.25,B,0.105,0.0962496,[-15333.  -14727.5    -70.5   1679. ],[414.12419151 405.66500076 291.9309147  130.74150478],[21198.5 28943.  13321.5  3570. ],[679.78472044 692.97494458 310.96135908 107.65622115]
656,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:29.505698.cam1.A_collapsed_diff.fits,45.0,Open,IPOL,22.5,A,0.105,0.0471744,2055.0,606.9716,32992.0,1123.3414
255,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:23:57.167977.cam1.A_collapsed_diff.fits,45.0,625-50,IPOL,22.5,A,0.105,0.0471744,-402.0,95.41639,1766.0,81.31614
971,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:25.989478.cam1.A_collapsed_diff.fits,45.0,675-50,IPOL,22.5,A,0.105,0.0471744,-4362.0,211.77937,7726.0,288.99927
